# Fit of the HOMO level of P3HT on ITO substrate obtained with UPS
#
# ref. M. Schneider et al., Org. Electron. 15 (2014) 1552
#
# x: layer thickness (nm) measured from ITO/P3HT interface
# y: HOMO energy (eV) with respect to the Fermi level
#
# The fit is obtained solving the Poisson equation imposing zero barrier for holes at the ITO/P3HT interface
# Band gap of P3HT = 2.6 eV
# Gaussian DOS with N0 = 1e21 cm^-3; sigma = 0.155 eV
# p-doping concentration Nd = 5e15 cm^-3
# relative dielectric constant of P3HT = 3.4
# x y
0.00510043 -0.106548
0.158929 -0.120025
0.274522 -0.134774
0.313537 -0.149777
0.390761 -0.163001
0.429714 -0.176732
0.507036 -0.19199
0.584285 -0.205722
0.623251 -0.219708
0.662228 -0.233948
0.739514 -0.248442
0.778455 -0.26192
0.855704 -0.275652
0.933001 -0.290401
1.01026 -0.304387
1.20241 -0.318373
1.31797 -0.332359
1.47185 -0.346853
1.66399 -0.360839
1.77955 -0.374825
1.93343 -0.38932
2.24045 -0.403051
2.54749 -0.417038
2.81624 -0.431278
3.12327 -0.44501
3.58347 -0.458741
4.00541 -0.472982
4.61881 -0.486968
5.27046 -0.499936
5.92215 -0.513668
6.76526 -0.526383
7.83819 -0.53986
8.87277 -0.552066
10.0988 -0.563509
11.4396 -0.573935
12.7805 -0.584107
14.3511 -0.593516
16.1131 -0.602924
17.7985 -0.610553
19.5605 -0.618436
21.3224 -0.624539
23.3141 -0.630896
25.3057 -0.636236
27.1825 -0.641577
29.0975 -0.646408
30.9359 -0.650223
33.1189 -0.654037
35.0722 -0.658106
37.2169 -0.661411
39.3616 -0.664209
41.3148 -0.667006
43.4595 -0.669549
45.451 -0.671583
47.4042 -0.673872
49.2808 -0.675652
51.1191 -0.677432
53.7999 -0.679975
55.7147 -0.680992
57.7828 -0.682772
59.9657 -0.683789
61.8423 -0.685315
63.9486 -0.686332
66.1315 -0.687603
68.3144 -0.688112
70.3825 -0.689638
72.5654 -0.690655
74.5951 -0.691926
76.7397 -0.692435
78.846 -0.693198
81.0672 -0.693961
83.1352 -0.694723
85.3564 -0.695232
87.4627 -0.696249
89.5307 -0.696758
91.5987 -0.697521
93.9731 -0.697521
95.8496 -0.698284
97.9559 -0.698792
100.215 -0.699046
102.092 -0.699301
104.39 -0.699809
106.458 -0.699555
108.679 -0.700572
110.67 -0.700572
112.93 -0.700826
115.074 -0.701081
117.142 -0.701335
119.287 -0.702098
121.393 -0.702098
123.538 -0.702352
125.644 -0.702098
127.789 -0.702352
129.933 -0.702861
132.039 -0.702606
134.146 -0.703369
136.367 -0.703369
138.473 -0.703369
140.733 -0.703624
142.762 -0.703624
144.907 -0.703624
146.86 -0.703624
149.158 -0.703624
151.072 -0.703624
153.294 -0.703624
155.4 -0.703878
157.391 -0.703878
159.459 -0.703878
