# ASCII 1D datafile generated by TiberCAD
# 1 x
# 2 Ec
# 3 Ev
# 4 eQFermi
# 5 hQFermi
# 6 eDensity
# 7 hDensity
# 8 eMobility
# 9 hMobility
# 10 ElField_x
# 11 ElField_y
# 12 ElField_z
# 13 Polarization_x
# 14 Polarization_y
# 15 Polarization_z
# 16 eCurrentDensity_x
# 17 eCurrentDensity_y
# 18 eCurrentDensity_z
# 19 hCurrentDensity_x
# 20 hCurrentDensity_y
# 21 hCurrentDensity_z
# x Ec Ev eQFermi hQFermi eDensity hDensity eMobility hMobility ElField_x ElField_y ElField_z Polarization_x Polarization_y Polarization_z eCurrentDensity_x eCurrentDensity_y eCurrentDensity_z hCurrentDensity_x hCurrentDensity_y hCurrentDensity_z 
1442.52 0.0147573 -3.85495 -0.00015428 -2.54863 1.26433e+18 0.00275122 1260 162.8 -1.06969 0 0 -0.04184 0 0 -272.98 0 0 -6.40901e-16 0 0 
1442.95 0.0147573 -3.85495 -0.000154326 -2.54902 1.26433e+18 0.00279284 1260 162.8 -1.06972 0 0 -0.04184 0 0 -272.98 0 0 -6.50584e-16 0 0 
1443.38 0.0147572 -3.85495 -0.000154373 -2.5494 1.26433e+18 0.0028348 1260 162.8 -1.06975 0 0 -0.04184 0 0 -272.98 0 0 -6.60347e-16 0 0 
1443.81 0.0147572 -3.85495 -0.000154418 -2.54978 1.26433e+18 0.00287711 1260 162.8 -1.0698 0 0 -0.04184 0 0 -272.98 0 0 -6.70191e-16 0 0 
1444.24 0.0147572 -3.85495 -0.000154464 -2.55016 1.26433e+18 0.00291976 1260 162.8 -1.06985 0 0 -0.04184 0 0 -272.98 0 0 -6.80116e-16 0 0 
1444.66 0.0147571 -3.85495 -0.000154509 -2.55054 1.26433e+18 0.00296275 1260 162.8 -1.0699 0 0 -0.04184 0 0 -272.98 0 0 -6.9012e-16 0 0 
1445.08 0.0147571 -3.85495 -0.000154554 -2.55092 1.26433e+18 0.00300609 1260 162.8 -1.06997 0 0 -0.04184 0 0 -272.98 0 0 -7.00204e-16 0 0 
1445.5 0.014757 -3.85495 -0.000154599 -2.55129 1.26433e+18 0.00304977 1260 162.8 -1.07005 0 0 -0.04184 0 0 -272.98 0 0 -7.10368e-16 0 0 
1445.92 0.014757 -3.85495 -0.000154644 -2.55166 1.26433e+18 0.00309379 1260 162.8 -1.07014 0 0 -0.04184 0 0 -272.98 0 0 -7.2061e-16 0 0 
1446.33 0.0147569 -3.85495 -0.000154688 -2.55203 1.26433e+18 0.00313815 1260 162.8 -1.07024 0 0 -0.04184 0 0 -272.98 0 0 -7.30931e-16 0 0 
1446.74 0.0147569 -3.85495 -0.000154732 -2.55239 1.26433e+18 0.00318284 1260 162.8 -1.07037 0 0 -0.04184 0 0 -272.98 0 0 -7.41331e-16 0 0 
1447.15 0.0147568 -3.85495 -0.000154775 -2.55276 1.26433e+18 0.00322787 1260 162.8 -1.07051 0 0 -0.04184 0 0 -272.98 0 0 -7.51808e-16 0 0 
1447.55 0.0147568 -3.85495 -0.000154818 -2.55312 1.26433e+18 0.00327323 1260 162.8 -1.07067 0 0 -0.04184 0 0 -272.98 0 0 -7.62363e-16 0 0 
1447.95 0.0147568 -3.85495 -0.000154861 -2.55348 1.26433e+18 0.00331892 1260 162.8 -1.07086 0 0 -0.04184 0 0 -272.98 0 0 -7.72994e-16 0 0 
1448.35 0.0147567 -3.85495 -0.000154904 -2.55383 1.26433e+18 0.00336494 1260 162.8 -1.07108 0 0 -0.04184 0 0 -272.98 0 0 -7.83703e-16 0 0 
1448.75 0.0147567 -3.85495 -0.000154946 -2.55419 1.26433e+18 0.00341129 1260 162.8 -1.07134 0 0 -0.04184 0 0 -272.98 0 0 -7.94487e-16 0 0 
1449.14 0.0147566 -3.85495 -0.000154989 -2.55454 1.26433e+18 0.00345797 1260 162.8 -1.07163 0 0 -0.04184 0 0 -272.98 0 0 -8.05347e-16 0 0 
1449.53 0.0147566 -3.85495 -0.00015503 -2.55489 1.26433e+18 0.00350497 1260 162.8 -1.07198 0 0 -0.04184 0 0 -272.98 0 0 -8.16283e-16 0 0 
1449.92 0.0147565 -3.85495 -0.000155072 -2.55523 1.26433e+18 0.00355228 1260 162.8 -1.07237 0 0 -0.04184 0 0 -272.98 0 0 -8.27293e-16 0 0 
1450.31 0.0147565 -3.85495 -0.000155113 -2.55558 1.26433e+18 0.00359992 1260 162.8 -1.07282 0 0 -0.04184 0 0 -272.98 0 0 -8.38378e-16 0 0 
1450.69 0.0147565 -3.85495 -0.000155154 -2.55592 1.26433e+18 0.00364788 1260 162.8 -1.07334 0 0 -0.04184 0 0 -272.98 0 0 -8.49536e-16 0 0 
1451.07 0.0147564 -3.85495 -0.000155195 -2.55626 1.26433e+18 0.00369615 1260 162.8 -1.07394 0 0 -0.04184 0 0 -272.98 0 0 -8.60768e-16 0 0 
1451.45 0.0147564 -3.85495 -0.000155236 -2.5566 1.26433e+18 0.00374474 1260 162.8 -1.07462 0 0 -0.04184 0 0 -272.98 0 0 -8.72073e-16 0 0 
1451.83 0.0147563 -3.85495 -0.000155276 -2.55693 1.26433e+18 0.00379363 1260 162.8 -1.07541 0 0 -0.04184 0 0 -272.98 0 0 -8.8345e-16 0 0 
1452.2 0.0147563 -3.85495 -0.000155316 -2.55727 1.26433e+18 0.00384283 1260 162.8 -1.07631 0 0 -0.04184 0 0 -272.98 0 0 -8.94899e-16 0 0 
1452.57 0.0147563 -3.85495 -0.000155355 -2.5576 1.26433e+18 0.00389235 1260 162.8 -1.07735 0 0 -0.04184 0 0 -272.98 0 0 -9.06419e-16 0 0 
1452.94 0.0147562 -3.85495 -0.000155395 -2.55793 1.26433e+18 0.00394216 1260 162.8 -1.07853 0 0 -0.04184 0 0 -272.98 0 0 -9.1801e-16 0 0 
1453.31 0.0147562 -3.85495 -0.000155434 -2.55825 1.26433e+18 0.00399228 1260 162.8 -1.07988 0 0 -0.04184 0 0 -272.98 0 0 -9.29671e-16 0 0 
1453.67 0.0147561 -3.85495 -0.000155473 -2.55858 1.26433e+18 0.00404269 1260 162.8 -1.08142 0 0 -0.04184 0 0 -272.98 0 0 -9.41401e-16 0 0 
1454.03 0.0147561 -3.85495 -0.000155511 -2.5589 1.26433e+18 0.0040934 1260 162.8 -1.08318 0 0 -0.04184 0 0 -272.98 0 0 -9.53201e-16 0 0 
1454.39 0.0147561 -3.85495 -0.00015555 -2.55922 1.26433e+18 0.00414441 1260 162.8 -1.08518 0 0 -0.04184 0 0 -272.98 0 0 -9.6507e-16 0 0 
1454.75 0.014756 -3.85495 -0.000155588 -2.55954 1.26433e+18 0.00419571 1260 162.8 -1.08746 0 0 -0.04184 0 0 -272.98 0 0 -9.77006e-16 0 0 
1455.1 0.014756 -3.85495 -0.000155626 -2.55985 1.26433e+18 0.0042473 1260 162.8 -1.09006 0 0 -0.04184 0 0 -272.98 0 0 -9.89009e-16 0 0 
1455.45 0.014756 -3.85495 -0.000155664 -2.56017 1.26433e+18 0.00429917 1260 162.8 -1.09301 0 0 -0.04184 0 0 -272.98 0 0 -1.00108e-15 0 0 
1455.8 0.0147559 -3.85495 -0.000155701 -2.56048 1.26433e+18 0.00435133 1260 162.8 -1.09636 0 0 -0.04184 0 0 -272.98 0 0 -1.01322e-15 0 0 
1456.15 0.0147559 -3.85495 -0.000155738 -2.56079 1.26433e+18 0.00440377 1260 162.8 -1.10017 0 0 -0.04184 0 0 -272.98 0 0 -1.02542e-15 0 0 
1456.5 0.0147558 -3.85495 -0.000155775 -2.5611 1.26433e+18 0.00445649 1260 162.8 -1.10448 0 0 -0.04184 0 0 -272.98 0 0 -1.03768e-15 0 0 
1456.84 0.0147558 -3.85495 -0.000155812 -2.5614 1.26433e+18 0.00450949 1260 162.8 -1.10936 0 0 -0.04184 0 0 -272.98 0 0 -1.05002e-15 0 0 
1457.18 0.0147558 -3.85495 -0.000155848 -2.56171 1.26433e+18 0.00456276 1260 162.8 -1.11488 0 0 -0.04184 0 0 -272.98 0 0 -1.06241e-15 0 0 
1457.52 0.0147557 -3.85495 -0.000155884 -2.56201 1.26433e+18 0.0046163 1260 162.8 -1.12113 0 0 -0.04184 0 0 -272.98 0 0 -1.07487e-15 0 0 
1457.85 0.0147557 -3.85495 -0.00015592 -2.56231 1.26433e+18 0.0046701 1260 162.8 -1.12818 0 0 -0.04184 0 0 -272.98 0 0 -1.08739e-15 0 0 
1458.19 0.0147556 -3.85495 -0.000155956 -2.56261 1.26433e+18 0.00472418 1260 162.8 -1.13615 0 0 -0.04184 0 0 -272.98 0 0 -1.09997e-15 0 0 
1458.52 0.0147556 -3.85495 -0.000155991 -2.5629 1.26433e+18 0.00477851 1260 162.8 -1.14513 0 0 -0.04184 0 0 -272.98 0 0 -1.11261e-15 0 0 
1458.85 0.0147556 -3.85495 -0.000156026 -2.56319 1.26433e+18 0.0048331 1260 162.8 -1.15525 0 0 -0.04184 0 0 -272.98 0 0 -1.12531e-15 0 0 
1459.17 0.0147555 -3.85495 -0.000156061 -2.56349 1.26433e+18 0.00488795 1260 162.8 -1.16664 0 0 -0.04184 0 0 -272.98 0 0 -1.13808e-15 0 0 
1459.5 0.0147555 -3.85495 -0.000156096 -2.56378 1.26433e+18 0.00494306 1260 162.8 -1.17946 0 0 -0.04184 0 0 -272.98 0 0 -1.1509e-15 0 0 
1459.82 0.0147555 -3.85495 -0.000156131 -2.56406 1.26433e+18 0.00499841 1260 162.8 -1.19387 0 0 -0.04184 0 0 -272.98 0 0 -1.16378e-15 0 0 
1460.14 0.0147554 -3.85495 -0.000156165 -2.56435 1.26433e+18 0.00505401 1260 162.8 -1.21005 0 0 -0.04184 0 0 -272.98 0 0 -1.17672e-15 0 0 
1460.46 0.0147554 -3.85495 -0.000156199 -2.56463 1.26433e+18 0.00510986 1260 162.8 -1.22821 0 0 -0.04184 0 0 -272.98 0 0 -1.18971e-15 0 0 
1460.78 0.0147553 -3.85495 -0.000156233 -2.56492 1.26433e+18 0.00516595 1260 162.8 -1.24858 0 0 -0.04184 0 0 -272.98 0 0 -1.20276e-15 0 0 
1461.09 0.0147553 -3.85495 -0.000156266 -2.5652 1.26433e+18 0.00522227 1260 162.8 -1.27139 0 0 -0.04184 0 0 -272.98 0 0 -1.21587e-15 0 0 
1461.4 0.0147553 -3.85495 -0.0001563 -2.56548 1.26433e+18 0.00527883 1260 162.8 -1.29693 0 0 -0.04184 0 0 -272.98 0 0 -1.22903e-15 0 0 
1461.71 0.0147552 -3.85495 -0.000156333 -2.56575 1.26433e+18 0.00533563 1260 162.8 -1.3255 0 0 -0.04184 0 0 -272.98 0 0 -1.24224e-15 0 0 
1462.02 0.0147552 -3.85495 -0.000156366 -2.56603 1.26434e+18 0.00539265 1260 162.8 -1.35744 0 0 -0.04184 0 0 -272.98 0 0 -1.25551e-15 0 0 
1462.33 0.0147551 -3.85495 -0.000156399 -2.5663 1.26434e+18 0.0054499 1260 162.8 -1.39311 0 0 -0.04184 0 0 -272.98 0 0 -1.26883e-15 0 0 
1462.63 0.0147551 -3.85495 -0.000156431 -2.56657 1.26434e+18 0.00550737 1260 162.8 -1.43291 0 0 -0.04184 0 0 -272.98 0 0 -1.28221e-15 0 0 
1462.93 0.0147551 -3.85495 -0.000156464 -2.56684 1.26434e+18 0.00556506 1260 162.8 -1.47731 0 0 -0.04184 0 0 -272.98 0 0 -1.29563e-15 0 0 
1463.23 0.014755 -3.85495 -0.000156496 -2.56711 1.26434e+18 0.00562297 1260 162.8 -1.52677 0 0 -0.04184 0 0 -272.98 0 0 -1.3091e-15 0 0 
1463.53 0.014755 -3.85495 -0.000156528 -2.56737 1.26434e+18 0.00568109 1260 162.8 -1.58185 0 0 -0.04184 0 0 -272.98 0 0 -1.32263e-15 0 0 
1463.83 0.0147549 -3.85495 -0.000156559 -2.56764 1.26434e+18 0.00573942 1260 162.8 -1.64313 0 0 -0.04184 0 0 -272.98 0 0 -1.3362e-15 0 0 
1464.12 0.0147549 -3.85495 -0.000156591 -2.5679 1.26434e+18 0.00579796 1260 162.8 -1.71126 0 0 -0.04184 0 0 -272.98 0 0 -1.34982e-15 0 0 
1464.41 0.0147548 -3.85495 -0.000156622 -2.56816 1.26434e+18 0.0058567 1260 162.8 -1.78695 0 0 -0.04184 0 0 -272.98 0 0 -1.36349e-15 0 0 
1464.7 0.0147548 -3.85495 -0.000156653 -2.56842 1.26434e+18 0.00591564 1260 162.8 -1.87098 0 0 -0.04184 0 0 -272.98 0 0 -1.37721e-15 0 0 
1464.99 0.0147547 -3.85495 -0.000156684 -2.56868 1.26434e+18 0.00597478 1260 162.8 -1.9642 0 0 -0.04184 0 0 -272.98 0 0 -1.39097e-15 0 0 
1465.28 0.0147546 -3.85495 -0.000156714 -2.56893 1.26434e+18 0.00603411 1260 162.8 -2.06753 0 0 -0.04184 0 0 -272.98 0 0 -1.40477e-15 0 0 
1465.56 0.0147546 -3.85495 -0.000156745 -2.56919 1.26434e+18 0.00609363 1260 162.8 -2.182 0 0 -0.04184 0 0 -272.98 0 0 -1.41863e-15 0 0 
1465.85 0.0147545 -3.85495 -0.000156775 -2.56944 1.26435e+18 0.00615334 1260 162.8 -2.3087 0 0 -0.04184 0 0 -272.98 0 0 -1.43252e-15 0 0 
1466.13 0.0147545 -3.85495 -0.000156805 -2.56969 1.26435e+18 0.00621323 1260 162.8 -2.44885 0 0 -0.04184 0 0 -272.98 0 0 -1.44646e-15 0 0 
1466.41 0.0147544 -3.85495 -0.000156835 -2.56994 1.26435e+18 0.0062733 1260 162.8 -2.60376 0 0 -0.04184 0 0 -272.98 0 0 -1.46044e-15 0 0 
1466.68 0.0147543 -3.85495 -0.000156865 -2.57019 1.26435e+18 0.00633355 1260 162.8 -2.77487 0 0 -0.04184 0 0 -272.98 0 0 -1.47446e-15 0 0 
1466.96 0.0147542 -3.85495 -0.000156894 -2.57043 1.26435e+18 0.00639398 1260 162.8 -2.96374 0 0 -0.04184 0 0 -272.98 0 0 -1.48852e-15 0 0 
1467.23 0.0147541 -3.85495 -0.000156923 -2.57068 1.26436e+18 0.00645457 1260 162.8 -3.17207 0 0 -0.04184 0 0 -272.98 0 0 -1.50262e-15 0 0 
1467.5 0.0147541 -3.85495 -0.000156952 -2.57092 1.26436e+18 0.00651533 1260 162.8 -3.4017 0 0 -0.04184 0 0 -272.98 0 0 -1.51676e-15 0 0 
1467.77 0.014754 -3.85495 -0.000156981 -2.57116 1.26436e+18 0.00657625 1260 162.8 -3.65464 0 0 -0.04184 0 0 -272.98 0 0 -1.53094e-15 0 0 
1468.04 0.0147539 -3.85495 -0.00015701 -2.5714 1.26436e+18 0.00663733 1260 162.8 -3.93307 0 0 -0.04184 0 0 -272.98 0 0 -1.54516e-15 0 0 
1468.31 0.0147538 -3.85495 -0.000157038 -2.57163 1.26437e+18 0.00669856 1260 162.8 -4.23934 0 0 -0.04184 0 0 -272.98 0 0 -1.55941e-15 0 0 
1468.57 0.0147536 -3.85495 -0.000157067 -2.57187 1.26437e+18 0.00675995 1260 162.8 -4.57601 0 0 -0.04184 0 0 -272.98 0 0 -1.5737e-15 0 0 
1468.84 0.0147535 -3.85495 -0.000157095 -2.57211 1.26437e+18 0.00682149 1260 162.8 -4.94585 0 0 -0.04184 0 0 -272.98 0 0 -1.58802e-15 0 0 
1469.1 0.0147534 -3.85495 -0.000157123 -2.57234 1.26438e+18 0.00688317 1260 162.8 -5.35186 0 0 -0.04184 0 0 -272.98 0 0 -1.60238e-15 0 0 
1469.36 0.0147532 -3.85495 -0.00015715 -2.57257 1.26438e+18 0.006945 1260 162.8 -5.79729 0 0 -0.04184 0 0 -272.98 0 0 -1.61677e-15 0 0 
1469.61 0.0147531 -3.85495 -0.000157178 -2.5728 1.26439e+18 0.00700696 1260 162.8 -6.28563 0 0 -0.04184 0 0 -272.98 0 0 -1.6312e-15 0 0 
1469.87 0.0147529 -3.85495 -0.000157205 -2.57303 1.2644e+18 0.00706905 1260 162.8 -6.82068 0 0 -0.04184 0 0 -272.98 0 0 -1.64565e-15 0 0 
1470.12 0.0147527 -3.85495 -0.000157232 -2.57325 1.2644e+18 0.00713128 1260 162.8 -7.40652 0 0 -0.04184 0 0 -272.98 0 0 -1.66014e-15 0 0 
1470.38 0.0147525 -3.85495 -0.000157259 -2.57348 1.26441e+18 0.00719363 1260 162.8 -8.04756 0 0 -0.04184 0 0 -272.98 0 0 -1.67466e-15 0 0 
1470.63 0.0147523 -3.85495 -0.000157286 -2.5737 1.26442e+18 0.00725611 1260 162.8 -8.74856 0 0 -0.04184 0 0 -272.98 0 0 -1.68921e-15 0 0 
1470.88 0.0147521 -3.85495 -0.000157313 -2.57393 1.26442e+18 0.00731871 1260 162.8 -9.51463 0 0 -0.04184 0 0 -272.98 0 0 -1.70378e-15 0 0 
1471.12 0.0147519 -3.85495 -0.000157339 -2.57415 1.26443e+18 0.00738142 1260 162.8 -10.3513 0 0 -0.04184 0 0 -272.98 0 0 -1.71839e-15 0 0 
1471.37 0.0147516 -3.85495 -0.000157366 -2.57437 1.26444e+18 0.00744424 1260 162.8 -11.2645 0 0 -0.04184 0 0 -272.98 0 0 -1.73302e-15 0 0 
1471.61 0.0147513 -3.85495 -0.000157392 -2.57458 1.26445e+18 0.00750717 1260 162.8 -12.2606 0 0 -0.04184 0 0 -272.98 0 0 -1.74768e-15 0 0 
1471.86 0.014751 -3.85495 -0.000157418 -2.5748 1.26447e+18 0.0075702 1260 162.8 -13.3464 0 0 -0.04184 0 0 -272.98 0 0 -1.76236e-15 0 0 
1472.1 0.0147507 -3.85495 -0.000157444 -2.57502 1.26448e+18 0.00763334 1260 162.8 -14.5294 0 0 -0.04184 0 0 -272.98 0 0 -1.77707e-15 0 0 
1472.34 0.0147503 -3.85495 -0.000157469 -2.57523 1.26449e+18 0.00769656 1260 162.8 -15.8174 0 0 -0.04184 0 0 -272.98 0 0 -1.79181e-15 0 0 
1472.57 0.0147499 -3.85495 -0.000157495 -2.57544 1.26451e+18 0.00775988 1260 162.8 -17.2188 0 0 -0.04184 0 0 -272.98 0 0 -1.80656e-15 0 0 
1472.81 0.0147495 -3.85495 -0.00015752 -2.57565 1.26453e+18 0.00782329 1260 162.8 -18.7429 0 0 -0.04184 0 0 -272.98 0 0 -1.82134e-15 0 0 
1473.05 0.014749 -3.85495 -0.000157545 -2.57586 1.26454e+18 0.00788678 1260 162.8 -20.3992 0 0 -0.04184 0 0 -272.98 0 0 -1.83614e-15 0 0 
1473.28 0.0147485 -3.85495 -0.00015757 -2.57607 1.26456e+18 0.00795035 1260 162.8 -22.1983 0 0 -0.04184 0 0 -272.98 0 0 -1.85097e-15 0 0 
1473.51 0.014748 -3.85496 -0.000157595 -2.57628 1.26459e+18 0.00801399 1260 162.8 -24.1512 0 0 -0.04184 0 0 -272.98 0 0 -1.86581e-15 0 0 
1473.74 0.0147474 -3.85496 -0.000157619 -2.57648 1.26461e+18 0.00807771 1260 162.8 -26.2699 0 0 -0.04184 0 0 -272.98 0 0 -1.88067e-15 0 0 
1473.97 0.0147468 -3.85496 -0.000157644 -2.57669 1.26463e+18 0.00814149 1260 162.8 -28.5672 0 0 -0.04184 0 0 -272.98 0 0 -1.89555e-15 0 0 
1474.2 0.0147461 -3.85496 -0.000157668 -2.57689 1.26466e+18 0.00820533 1260 162.8 -31.0565 0 0 -0.04184 0 0 -272.98 0 0 -1.91045e-15 0 0 
1474.42 0.0147454 -3.85496 -0.000157692 -2.57709 1.26469e+18 0.00826922 1260 162.8 -33.7525 0 0 -0.04184 0 0 -272.98 0 0 -1.92536e-15 0 0 
1474.65 0.0147446 -3.85496 -0.000157716 -2.57729 1.26472e+18 0.00833317 1260 162.8 -36.6706 0 0 -0.04184 0 0 -272.98 0 0 -1.9403e-15 0 0 
1474.87 0.0147437 -3.85496 -0.00015774 -2.57749 1.26476e+18 0.00839716 1260 162.8 -39.8274 0 0 -0.04184 0 0 -272.98 0 0 -1.95524e-15 0 0 
1475.09 0.0147428 -3.85496 -0.000157763 -2.57768 1.2648e+18 0.0084612 1260 162.8 -43.2403 0 0 -0.04184 0 0 -272.98 0 0 -1.9702e-15 0 0 
1475.31 0.0147418 -3.85496 -0.000157787 -2.57788 1.26484e+18 0.00852527 1260 162.8 -46.9283 0 0 -0.04184 0 0 -272.98 0 0 -1.98518e-15 0 0 
1475.53 0.0147408 -3.85496 -0.00015781 -2.57808 1.26488e+18 0.00858937 1260 162.8 -50.9111 0 0 -0.04184 0 0 -272.98 0 0 -2.00017e-15 0 0 
1475.74 0.0147396 -3.85496 -0.000157833 -2.57827 1.26493e+18 0.0086535 1260 162.8 -55.2101 0 0 -0.04184 0 0 -272.98 0 0 -2.01517e-15 0 0 
1475.96 0.0147384 -3.85497 -0.000157856 -2.57846 1.26498e+18 0.00871765 1260 162.8 -59.8476 0 0 -0.04184 0 0 -272.98 0 0 -2.03019e-15 0 0 
1476.17 0.0147371 -3.85497 -0.000157879 -2.57865 1.26503e+18 0.00878181 1260 162.8 -64.8478 0 0 -0.04184 0 0 -272.98 0 0 -2.04521e-15 0 0 
1476.39 0.0147356 -3.85497 -0.000157902 -2.57884 1.26509e+18 0.00884598 1260 162.8 -70.2361 0 0 -0.04184 0 0 -272.98 0 0 -2.06024e-15 0 0 
1476.6 0.0147341 -3.85497 -0.000157925 -2.57903 1.26516e+18 0.00891015 1260 162.8 -76.0393 0 0 -0.04184 0 0 -272.98 0 0 -2.07529e-15 0 0 
1476.81 0.0147324 -3.85497 -0.000157947 -2.57922 1.26522e+18 0.00897432 1260 162.8 -82.2862 0 0 -0.04184 0 0 -272.98 0 0 -2.09034e-15 0 0 
1477.01 0.0147306 -3.85497 -0.000157969 -2.5794 1.2653e+18 0.00903848 1260 162.8 -89.0072 0 0 -0.04184 0 0 -272.98 0 0 -2.1054e-15 0 0 
1477.22 0.0147287 -3.85497 -0.000157991 -2.57959 1.26538e+18 0.00910262 1260 162.8 -96.2343 0 0 -0.04184 0 0 -272.98 0 0 -2.12047e-15 0 0 
1477.43 0.0147267 -3.85498 -0.000158013 -2.57977 1.26546e+18 0.00916674 1260 162.8 -104.002 0 0 -0.04184 0 0 -272.98 0 0 -2.13554e-15 0 0 
1477.63 0.0147245 -3.85498 -0.000158035 -2.57995 1.26555e+18 0.00923082 1260 162.8 -112.345 0 0 -0.04184 0 0 -272.98 0 0 -2.15062e-15 0 0 
1477.83 0.0147221 -3.85498 -0.000158057 -2.58013 1.26565e+18 0.00929487 1260 162.8 -121.303 0 0 -0.04184 0 0 -272.98 0 0 -2.1657e-15 0 0 
1478.04 0.0147196 -3.85498 -0.000158078 -2.58031 1.26576e+18 0.00935887 1260 162.8 -130.916 0 0 -0.04184 0 0 -272.98 0 0 -2.18079e-15 0 0 
1478.24 0.0147168 -3.85499 -0.0001581 -2.58049 1.26587e+18 0.00942282 1260 162.8 -141.226 0 0 -0.04184 0 0 -272.98 0 0 -2.19588e-15 0 0 
1478.43 0.0147139 -3.85499 -0.000158121 -2.58067 1.26599e+18 0.0094867 1260 162.8 -152.278 0 0 -0.04184 0 0 -272.98 0 0 -2.21097e-15 0 0 
1478.63 0.0147108 -3.85499 -0.000158142 -2.58085 1.26612e+18 0.00955052 1260 162.8 -164.121 0 0 -0.04184 0 0 -272.98 0 0 -2.22606e-15 0 0 
1478.83 0.0147075 -3.855 -0.000158163 -2.58102 1.26626e+18 0.00961425 1260 162.8 -176.803 0 0 -0.04184 0 0 -272.98 0 0 -2.24115e-15 0 0 
1479.02 0.0147039 -3.855 -0.000158184 -2.5812 1.26641e+18 0.0096779 1260 162.8 -190.378 0 0 -0.04184 0 0 -272.98 0 0 -2.25625e-15 0 0 
1479.22 0.0147001 -3.855 -0.000158205 -2.58137 1.26657e+18 0.00974145 1260 162.8 -204.901 0 0 -0.04184 0 0 -272.98 0 0 -2.27134e-15 0 0 
1479.41 0.014696 -3.85501 -0.000158225 -2.58154 1.26674e+18 0.00980488 1260 162.8 -220.431 0 0 -0.04184 0 0 -272.98 0 0 -2.28643e-15 0 0 
1479.6 0.0146916 -3.85501 -0.000158245 -2.58171 1.26692e+18 0.0098682 1260 162.8 -237.03 0 0 -0.04184 0 0 -272.98 0 0 -2.30152e-15 0 0 
1479.79 0.014687 -3.85502 -0.000158266 -2.58188 1.26712e+18 0.0099314 1260 162.8 -254.764 0 0 -0.04184 0 0 -272.98 0 0 -2.31661e-15 0 0 
1479.98 0.014682 -3.85502 -0.000158286 -2.58205 1.26733e+18 0.00999445 1260 162.8 -273.699 0 0 -0.04184 0 0 -272.98 0 0 -2.33169e-15 0 0 
1480.17 0.0146767 -3.85503 -0.000158306 -2.58222 1.26755e+18 0.0100573 1260 162.8 -293.909 0 0 -0.04184 0 0 -272.98 0 0 -2.34676e-15 0 0 
1480.35 0.014671 -3.85503 -0.000158326 -2.58238 1.26779e+18 0.0101201 1260 162.8 -315.468 0 0 -0.04184 0 0 -272.98 0 0 -2.36183e-15 0 0 
1480.54 0.014665 -3.85504 -0.000158345 -2.58255 1.26804e+18 0.0101826 1260 162.8 -338.456 0 0 -0.04184 0 0 -272.98 0 0 -2.37689e-15 0 0 
1480.72 0.0146585 -3.85504 -0.000158365 -2.58271 1.26831e+18 0.010245 1260 162.8 -362.956 0 0 -0.04184 0 0 -272.98 0 0 -2.39195e-15 0 0 
1480.9 0.0146517 -3.85505 -0.000158384 -2.58288 1.2686e+18 0.0103072 1260 162.8 -389.057 0 0 -0.04184 0 0 -272.98 0 0 -2.407e-15 0 0 
1481.08 0.0146444 -3.85506 -0.000158404 -2.58304 1.2689e+18 0.0103691 1260 162.8 -416.848 0 0 -0.04184 0 0 -272.98 0 0 -2.42203e-15 0 0 
1481.26 0.0146366 -3.85507 -0.000158423 -2.5832 1.26923e+18 0.0104308 1260 162.8 -446.427 0 0 -0.04184 0 0 -272.98 0 0 -2.43706e-15 0 0 
1481.44 0.0146284 -3.85508 -0.000158442 -2.58336 1.26958e+18 0.0104923 1260 162.8 -477.895 0 0 -0.04184 0 0 -272.98 0 0 -2.45208e-15 0 0 
1481.62 0.0146196 -3.85508 -0.000158461 -2.58352 1.26994e+18 0.0105535 1260 162.8 -511.355 0 0 -0.04184 0 0 -272.98 0 0 -2.46708e-15 0 0 
1481.8 0.0146103 -3.85509 -0.00015848 -2.58368 1.27034e+18 0.0106144 1260 162.8 -546.92 0 0 -0.04184 0 0 -272.98 0 0 -2.48208e-15 0 0 
1481.97 0.0146004 -3.8551 -0.000158498 -2.58384 1.27075e+18 0.010675 1260 162.8 -584.704 0 0 -0.04184 0 0 -272.98 0 0 -2.49705e-15 0 0 
1482.15 0.0145899 -3.85511 -0.000158517 -2.58399 1.2712e+18 0.0107353 1260 162.8 -624.829 0 0 -0.04184 0 0 -272.98 0 0 -2.51202e-15 0 0 
1482.32 0.0145787 -3.85512 -0.000158535 -2.58415 1.27167e+18 0.0107953 1260 162.8 -667.42 0 0 -0.04184 0 0 -272.98 0 0 -2.52697e-15 0 0 
1482.49 0.0145669 -3.85514 -0.000158553 -2.5843 1.27216e+18 0.0108549 1260 162.8 -712.609 0 0 -0.04184 0 0 -272.98 0 0 -2.5419e-15 0 0 
1482.66 0.0145543 -3.85515 -0.000158572 -2.58445 1.27269e+18 0.0109141 1260 162.8 -760.535 0 0 -0.04184 0 0 -272.98 0 0 -2.55681e-15 0 0 
1482.83 0.014541 -3.85516 -0.00015859 -2.58461 1.27325e+18 0.0109729 1260 162.8 -811.341 0 0 -0.04184 0 0 -272.98 0 0 -2.57171e-15 0 0 
1483 0.0145269 -3.85518 -0.000158607 -2.58476 1.27385e+18 0.0110313 1260 162.8 -865.177 0 0 -0.04184 0 0 -272.98 0 0 -2.58659e-15 0 0 
