# ASCII 1D datafile generated by TiberCAD
# x LatticeTemp ThermalFlux_x ThermalFlux_y ThermalFlux_z HeatSource ThermCond_x ThermCond_y ThermCond_z 
-1000 300 -1.20496e+06 0 0 5.05061e+08 150 150 150 
-990.043 300.08 -1.20246e+06 0 0 5.05061e+08 150 150 150 
-980.185 300.159 -1.19748e+06 0 0 5.05061e+08 150 150 150 
-970.425 300.237 -1.19255e+06 0 0 5.05061e+08 150 150 150 
-960.761 300.313 -1.18767e+06 0 0 5.05061e+08 150 150 150 
-951.193 300.389 -1.18283e+06 0 0 5.05061e+08 150 150 150 
-941.721 300.464 -1.17805e+06 0 0 5.05061e+08 150 150 150 
-932.342 300.537 -1.17331e+06 0 0 5.05061e+08 150 150 150 
-923.056 300.61 -1.16862e+06 0 0 5.05061e+08 150 150 150 
-913.862 300.681 -1.16398e+06 0 0 5.05061e+08 150 150 150 
-904.759 300.752 -1.15938e+06 0 0 5.05061e+08 150 150 150 
-895.747 300.821 -1.15483e+06 0 0 5.05061e+08 150 150 150 
-886.824 300.89 -1.15032e+06 0 0 5.05061e+08 150 150 150 
-877.989 300.957 -1.14586e+06 0 0 5.05061e+08 150 150 150 
-869.243 301.024 -1.14144e+06 0 0 5.05061e+08 150 150 150 
-860.582 301.09 -1.13707e+06 0 0 5.05061e+08 150 150 150 
-852.008 301.155 -1.13274e+06 0 0 5.05061e+08 150 150 150 
-843.519 301.219 -1.12845e+06 0 0 5.05061e+08 150 150 150 
-835.114 301.282 -1.12421e+06 0 0 5.05061e+08 150 150 150 
-826.792 301.344 -1.12e+06 0 0 5.05061e+08 150 150 150 
-818.553 301.405 -1.11584e+06 0 0 5.05061e+08 150 150 150 
-810.396 301.466 -1.11172e+06 0 0 5.05061e+08 150 150 150 
-802.319 301.526 -1.10764e+06 0 0 5.05061e+08 150 150 150 
-794.323 301.585 -1.1036e+06 0 0 5.05061e+08 150 150 150 
-786.406 301.643 -1.0996e+06 0 0 5.05061e+08 150 150 150 
-778.567 301.7 -1.09565e+06 0 0 5.05061e+08 150 150 150 
-770.806 301.757 -1.09173e+06 0 0 5.05061e+08 150 150 150 
-763.122 301.812 -1.08784e+06 0 0 5.05061e+08 150 150 150 
-755.514 301.868 -1.084e+06 0 0 5.05061e+08 150 150 150 
-747.982 301.922 -1.0802e+06 0 0 5.05061e+08 150 150 150 
-740.524 301.976 -1.07643e+06 0 0 5.05061e+08 150 150 150 
-733.141 302.028 -1.0727e+06 0 0 5.05061e+08 150 150 150 
-725.83 302.081 -1.06901e+06 0 0 5.05061e+08 150 150 150 
-718.592 302.132 -1.06535e+06 0 0 5.05061e+08 150 150 150 
-711.426 302.183 -1.06173e+06 0 0 5.05061e+08 150 150 150 
-704.331 302.233 -1.05815e+06 0 0 5.05061e+08 150 150 150 
-697.307 302.282 -1.0546e+06 0 0 5.05061e+08 150 150 150 
-690.352 302.331 -1.05109e+06 0 0 5.05061e+08 150 150 150 
-683.465 302.379 -1.04761e+06 0 0 5.05061e+08 150 150 150 
-676.648 302.427 -1.04417e+06 0 0 5.05061e+08 150 150 150 
-669.898 302.474 -1.04076e+06 0 0 5.05061e+08 150 150 150 
-663.214 302.52 -1.03738e+06 0 0 5.05061e+08 150 150 150 
-656.597 302.566 -1.03404e+06 0 0 5.05061e+08 150 150 150 
-650.046 302.611 -1.03073e+06 0 0 5.05061e+08 150 150 150 
-643.56 302.656 -1.02746e+06 0 0 5.05061e+08 150 150 150 
-637.138 302.699 -1.02421e+06 0 0 5.05061e+08 150 150 150 
-630.779 302.743 -1.021e+06 0 0 5.05061e+08 150 150 150 
-624.484 302.786 -1.01782e+06 0 0 5.05061e+08 150 150 150 
-618.251 302.828 -1.01467e+06 0 0 5.05061e+08 150 150 150 
-612.08 302.869 -1.01156e+06 0 0 5.05061e+08 150 150 150 
-605.97 302.911 -1.00847e+06 0 0 5.05061e+08 150 150 150 
-599.921 302.951 -1.00542e+06 0 0 5.05061e+08 150 150 150 
-593.932 302.991 -1.00239e+06 0 0 5.05061e+08 150 150 150 
-588.002 303.031 -999396 0 0 5.05061e+08 150 150 150 
-582.131 303.07 -996431 0 0 5.05061e+08 150 150 150 
-576.318 303.108 -993495 0 0 5.05061e+08 150 150 150 
-570.563 303.147 -990588 0 0 5.05061e+08 150 150 150 
-564.865 303.184 -987710 0 0 5.05061e+08 150 150 150 
-559.223 303.221 -984860 0 0 5.05061e+08 150 150 150 
-553.637 303.258 -982039 0 0 5.05061e+08 150 150 150 
-548.107 303.294 -979246 0 0 5.05061e+08 150 150 150 
-542.632 303.33 -976481 0 0 5.05061e+08 150 150 150 
-537.211 303.365 -973743 0 0 5.05061e+08 150 150 150 
-531.843 303.4 -971032 0 0 5.05061e+08 150 150 150 
-526.529 303.434 -968348 0 0 5.05061e+08 150 150 150 
-521.268 303.468 -965690 0 0 5.05061e+08 150 150 150 
-516.058 303.501 -963059 0 0 5.05061e+08 150 150 150 
-510.901 303.535 -960454 0 0 5.05061e+08 150 150 150 
-505.794 303.567 -957875 0 0 5.05061e+08 150 150 150 
-500.739 303.599 -955321 0 0 5.05061e+08 150 150 150 
-495.733 303.631 -952793 0 0 5.05061e+08 150 150 150 
-490.777 303.663 -950290 0 0 5.05061e+08 150 150 150 
-485.87 303.694 -947812 0 0 5.05061e+08 150 150 150 
-481.012 303.724 -945358 0 0 5.05061e+08 150 150 150 
-476.202 303.755 -942929 0 0 5.05061e+08 150 150 150 
-471.439 303.785 -940523 0 0 5.05061e+08 150 150 150 
-466.724 303.814 -938142 0 0 5.05061e+08 150 150 150 
-462.056 303.843 -935784 0 0 5.05061e+08 150 150 150 
-457.434 303.872 -933449 0 0 5.05061e+08 150 150 150 
-452.858 303.901 -931138 0 0 5.05061e+08 150 150 150 
-448.327 303.929 -928850 0 0 5.05061e+08 150 150 150 
-443.841 303.956 -926584 0 0 5.05061e+08 150 150 150 
-439.399 303.984 -924341 0 0 5.05061e+08 150 150 150 
-435.002 304.011 -922120 0 0 5.05061e+08 150 150 150 
-430.648 304.038 -919921 0 0 5.05061e+08 150 150 150 
-426.338 304.064 -917744 0 0 5.05061e+08 150 150 150 
-422.07 304.09 -915588 0 0 5.05061e+08 150 150 150 
-417.844 304.116 -913454 0 0 5.05061e+08 150 150 150 
-413.661 304.141 -911341 0 0 5.05061e+08 150 150 150 
-409.519 304.166 -909249 0 0 5.05061e+08 150 150 150 
-405.418 304.191 -907177 0 0 5.05061e+08 150 150 150 
-401.357 304.216 -905127 0 0 5.05061e+08 150 150 150 
-397.337 304.24 -903096 0 0 5.05061e+08 150 150 150 
-393.357 304.264 -901086 0 0 5.05061e+08 150 150 150 
-389.416 304.288 -899096 0 0 5.05061e+08 150 150 150 
-385.515 304.311 -897125 0 0 5.05061e+08 150 150 150 
-381.652 304.334 -895174 0 0 5.05061e+08 150 150 150 
-377.827 304.357 -893242 0 0 5.05061e+08 150 150 150 
-374.04 304.379 -891329 0 0 5.05061e+08 150 150 150 
-370.291 304.402 -889436 0 0 5.05061e+08 150 150 150 
-366.579 304.424 -887561 0 0 5.05061e+08 150 150 150 
-362.904 304.445 -885705 0 0 5.05061e+08 150 150 150 
-359.265 304.467 -883867 0 0 5.05062e+08 150 150 150 
-355.662 304.488 -882047 0 0 5.05062e+08 150 150 150 
-352.095 304.509 -880246 0 0 5.05062e+08 150 150 150 
-348.564 304.53 -878462 0 0 5.05062e+08 150 150 150 
-345.067 304.55 -876696 0 0 5.05062e+08 150 150 150 
-341.605 304.57 -874947 0 0 5.05063e+08 150 150 150 
-338.178 304.59 -873216 0 0 5.05063e+08 150 150 150 
-334.784 304.61 -871502 0 0 5.05063e+08 150 150 150 
-331.424 304.63 -869805 0 0 5.05064e+08 150 150 150 
-328.098 304.649 -868125 0 0 5.05064e+08 150 150 150 
-324.804 304.668 -866462 0 0 5.05065e+08 150 150 150 
-321.543 304.687 -864815 0 0 5.05065e+08 150 150 150 
-318.315 304.705 -863184 0 0 5.05066e+08 150 150 150 
-315.118 304.724 -861569 0 0 5.05067e+08 150 150 150 
-311.953 304.742 -859971 0 0 5.05068e+08 150 150 150 
-308.82 304.76 -858388 0 0 5.0507e+08 150 150 150 
-305.717 304.777 -856821 0 0 5.05071e+08 150 150 150 
-302.646 304.795 -855270 0 0 5.05073e+08 150 150 150 
-299.605 304.812 -853734 0 0 5.05075e+08 150 150 150 
-296.594 304.829 -852213 0 0 5.05077e+08 150 150 150 
-293.612 304.846 -850707 0 0 5.05079e+08 150 150 150 
-290.661 304.863 -849216 0 0 5.05082e+08 150 150 150 
-287.739 304.88 -847740 0 0 5.05086e+08 150 150 150 
-284.845 304.896 -846279 0 0 5.0509e+08 150 150 150 
-281.98 304.912 -844832 0 0 5.05094e+08 150 150 150 
-279.144 304.928 -843399 0 0 5.05099e+08 150 150 150 
-276.336 304.944 -841981 0 0 5.05105e+08 150 150 150 
-273.556 304.959 -840577 0 0 5.05111e+08 150 150 150 
-270.803 304.975 -839186 0 0 5.05119e+08 150 150 150 
-268.078 304.99 -837809 0 0 5.05127e+08 150 150 150 
-265.379 305.005 -836446 0 0 5.05137e+08 150 150 150 
-262.708 305.02 -835097 0 0 5.05147e+08 150 150 150 
-260.063 305.035 -833761 0 0 5.05159e+08 150 150 150 
-257.444 305.049 -832438 0 0 5.05173e+08 150 150 150 
-254.851 305.064 -831128 0 0 5.05189e+08 150 150 150 
-252.284 305.078 -829831 0 0 5.05206e+08 150 150 150 
-249.742 305.092 -828546 0 0 5.05226e+08 150 150 150 
-247.226 305.106 -827275 0 0 5.05248e+08 150 150 150 
-244.734 305.12 -826016 0 0 5.05272e+08 150 150 150 
-242.267 305.133 -824770 0 0 5.053e+08 150 150 150 
-239.825 305.147 -823535 0 0 5.05331e+08 150 150 150 
-237.406 305.16 -822313 0 0 5.05365e+08 150 150 150 
-235.012 305.173 -821103 0 0 5.05403e+08 150 150 150 
-232.642 305.186 -819905 0 0 5.05446e+08 150 150 150 
-230.295 305.199 -818719 0 0 5.05494e+08 150 150 150 
-227.971 305.211 -817544 0 0 5.05547e+08 150 150 150 
-225.671 305.224 -816381 0 0 5.05605e+08 150 150 150 
-223.393 305.236 -815229 0 0 5.05671e+08 150 150 150 
-221.138 305.249 -814089 0 0 5.05743e+08 150 150 150 
-218.905 305.261 -812959 0 0 5.05823e+08 150 150 150 
-216.694 305.273 -811841 0 0 5.05911e+08 150 150 150 
-214.505 305.284 -810734 0 0 5.06008e+08 150 150 150 
-212.338 305.296 -809637 0 0 5.06116e+08 150 150 150 
-210.193 305.308 -808551 0 0 5.06234e+08 150 150 150 
-208.068 305.319 -807475 0 0 5.06364e+08 150 150 150 
-205.965 305.33 -806410 0 0 5.06508e+08 150 150 150 
-203.883 305.342 -805355 0 0 5.06665e+08 150 150 150 
-201.821 305.353 -804310 0 0 5.06837e+08 150 150 150 
-199.78 305.364 -803275 0 0 5.07026e+08 150 150 150 
-197.758 305.375 -802250 0 0 5.07233e+08 150 150 150 
-195.757 305.385 -801235 0 0 5.07459e+08 150 150 150 
-193.776 305.396 -800230 0 0 5.07706e+08 150 150 150 
-191.815 305.406 -799233 0 0 5.07976e+08 150 150 150 
-189.873 305.417 -798247 0 0 5.0827e+08 150 150 150 
-187.95 305.427 -797269 0 0 5.08591e+08 150 150 150 
-186.046 305.437 -796300 0 0 5.08939e+08 150 150 150 
-184.161 305.447 -795341 0 0 5.09318e+08 150 150 150 
-182.295 305.457 -794390 0 0 5.0973e+08 150 150 150 
-180.448 305.467 -793448 0 0 5.10177e+08 150 150 150 
-178.618 305.476 -792514 0 0 5.10661e+08 150 150 150 
-176.807 305.486 -791588 0 0 5.11186e+08 150 150 150 
-175.014 305.495 -790671 0 0 5.11753e+08 150 150 150 
-173.238 305.505 -789762 0 0 5.12367e+08 150 150 150 
-171.481 305.514 -788861 0 0 5.13031e+08 150 150 150 
-169.74 305.523 -787967 0 0 5.13746e+08 150 150 150 
-168.017 305.532 -787081 0 0 5.14518e+08 150 150 150 
-166.311 305.541 -786203 0 0 5.1535e+08 150 150 150 
-164.622 305.55 -785332 0 0 5.16246e+08 150 150 150 
-162.949 305.559 -784467 0 0 5.17209e+08 150 150 150 
-161.294 305.567 -783610 0 0 5.18244e+08 150 150 150 
-159.654 305.576 -782760 0 0 5.19356e+08 150 150 150 
-158.031 305.584 -781916 0 0 5.20549e+08 150 150 150 
-156.424 305.593 -781078 0 0 5.21828e+08 150 150 150 
-154.833 305.601 -780247 0 0 5.23198e+08 150 150 150 
-153.258 305.609 -779421 0 0 5.24665e+08 150 150 150 
-151.698 305.617 -778602 0 0 5.26234e+08 150 150 150 
-150.154 305.625 -777788 0 0 5.27911e+08 150 150 150 
-148.625 305.633 -776979 0 0 5.29702e+08 150 150 150 
-147.111 305.641 -776176 0 0 5.31613e+08 150 150 150 
-145.612 305.649 -775378 0 0 5.33651e+08 150 150 150 
-144.128 305.656 -774584 0 0 5.35823e+08 150 150 150 
-142.659 305.664 -773795 0 0 5.38136e+08 150 150 150 
-141.205 305.672 -773011 0 0 5.40596e+08 150 150 150 
-139.765 305.679 -772230 0 0 5.43213e+08 150 150 150 
-138.339 305.686 -771454 0 0 5.45992e+08 150 150 150 
-136.927 305.694 -770681 0 0 5.48944e+08 150 150 150 
-135.529 305.701 -769911 0 0 5.52075e+08 150 150 150 
-134.145 305.708 -769145 0 0 5.55396e+08 150 150 150 
-132.775 305.715 -768381 0 0 5.58914e+08 150 150 150 
-131.419 305.722 -767621 0 0 5.62639e+08 150 150 150 
-130.076 305.729 -766862 0 0 5.6658e+08 150 150 150 
-128.746 305.735 -766106 0 0 5.70748e+08 150 150 150 
-127.429 305.742 -765352 0 0 5.75153e+08 150 150 150 
-126.126 305.749 -764599 0 0 5.79804e+08 150 150 150 
-124.835 305.755 -763848 0 0 5.84713e+08 150 150 150 
-123.557 305.762 -763097 0 0 5.89891e+08 150 150 150 
-122.292 305.768 -762347 0 0 5.95348e+08 150 150 150 
-121.039 305.775 -761598 0 0 6.01096e+08 150 150 150 
-119.799 305.781 -760849 0 0 6.07148e+08 150 150 150 
-118.571 305.787 -760099 0 0 6.13514e+08 150 150 150 
-117.356 305.793 -759349 0 0 6.20209e+08 150 150 150 
-116.152 305.799 -758599 0 0 6.27243e+08 150 150 150 
-114.96 305.805 -757847 0 0 6.34631e+08 150 150 150 
-113.78 305.811 -757093 0 0 6.42385e+08 150 150 150 
-112.612 305.817 -756338 0 0 6.50518e+08 150 150 150 
-111.456 305.823 -755581 0 0 6.59045e+08 150 150 150 
-110.31 305.829 -754821 0 0 6.67979e+08 150 150 150 
-109.177 305.835 -754058 0 0 6.77335e+08 150 150 150 
-108.054 305.84 -753292 0 0 6.87126e+08 150 150 150 
-106.943 305.846 -752523 0 0 6.97368e+08 150 150 150 
-105.842 305.851 -751750 0 0 7.08076e+08 150 150 150 
-104.753 305.857 -750972 0 0 7.19264e+08 150 150 150 
-103.674 305.862 -750190 0 0 7.30948e+08 150 150 150 
-102.606 305.868 -749403 0 0 7.43143e+08 150 150 150 
-101.549 305.873 -748610 0 0 7.55865e+08 150 150 150 
-100.502 305.878 -747812 0 0 7.69131e+08 150 150 150 
-99.4655 305.883 -747008 0 0 7.82955e+08 150 150 150 
-98.4392 305.888 -746197 0 0 7.97354e+08 150 150 150 
-97.4232 305.893 -745379 0 0 8.12346e+08 150 150 150 
-96.4172 305.898 -744554 0 0 8.27945e+08 150 150 150 
-95.4212 305.903 -743721 0 0 8.44169e+08 150 150 150 
-94.4351 305.908 -742881 0 0 8.61034e+08 150 150 150 
-93.4587 305.913 -742031 0 0 8.78558e+08 150 150 150 
-92.4921 305.918 -741173 0 0 8.96758e+08 150 150 150 
-91.535 305.923 -740306 0 0 9.1565e+08 150 150 150 
-90.5874 305.927 -739429 0 0 9.35251e+08 150 150 150 
-89.6492 305.932 -738542 0 0 9.5558e+08 150 150 150 
-88.7204 305.936 -737645 0 0 9.76653e+08 150 150 150 
-87.8007 305.941 -736737 0 0 9.98487e+08 150 150 150 
-86.8901 305.945 -735817 0 0 1.0211e+09 150 150 150 
-85.9886 305.95 -734886 0 0 1.04451e+09 150 150 150 
-85.096 305.954 -733943 0 0 1.06873e+09 150 150 150 
-84.2123 305.959 -732988 0 0 1.09379e+09 150 150 150 
-83.3373 305.963 -732019 0 0 1.11969e+09 150 150 150 
-82.4711 305.967 -731038 0 0 1.14645e+09 150 150 150 
-81.6134 305.971 -730043 0 0 1.1741e+09 150 150 150 
-80.7642 305.975 -729033 0 0 1.20265e+09 150 150 150 
-79.9234 305.979 -728010 0 0 1.23212e+09 150 150 150 
-79.091 305.983 -726972 0 0 1.26252e+09 150 150 150 
