# ASCII 1D datafile generated by TiberCAD
# x Ec Ev eQFermi hQFermi ElPotential Eg eDensity hDensity eMobility hMobility ElField_x ElField_y ElField_z CurrentDensity_x CurrentDensity_y CurrentDensity_z eCurrentDensity_x eCurrentDensity_y eCurrentDensity_z hCurrentDensity_x hCurrentDensity_y hCurrentDensity_z IonizedDonors IonizedAcceptors NetRecombination SRHRecombination AugerRecombination OpticalGeneration 
-0.118355 0.0425111 -1.0763 1.80317e-07 -0.580176 2.18097 1.11881 4.96051e+18 2.43533e+11 108.05 72.7799 0.00203578 0 0 0.174677 0 0 0.169609 0 0 0.00506852 0 0 4.96051e+18 0 -9.18729e+20 8.12587e+19 1.21811e+16 -1e+21 
-0.114232 0.0425111 -1.0763 1.81132e-07 -0.579424 2.18097 1.11881 4.96051e+18 2.36559e+11 108.05 72.7603 0.00203581 0 0 0.174677 0 0 0.169548 0 0 0.00512929 0 0 4.96051e+18 0 -9.21056e+20 7.89317e+19 1.18323e+16 -1e+21 
-0.110183 0.0425111 -1.0763 1.81931e-07 -0.578656 2.18097 1.11881 4.96051e+18 2.29627e+11 108.05 72.7394 0.00203585 0 0 0.174677 0 0 0.169488 0 0 0.00518911 0 0 4.96051e+18 0 -9.2337e+20 7.66188e+19 1.14856e+16 -1e+21 
-0.106207 0.0425111 -1.0763 1.82715e-07 -0.577868 2.18097 1.11881 4.96051e+18 2.2274e+11 108.05 72.7172 0.00203589 0 0 0.174677 0 0 0.169429 0 0 0.005248 0 0 4.96051e+18 0 -9.25668e+20 7.43208e+19 1.11411e+16 -1e+21 
-0.102302 0.0425111 -1.0763 1.83486e-07 -0.577062 2.18097 1.11881 4.96051e+18 2.15898e+11 108.05 72.6937 0.00203593 0 0 0.174677 0 0 0.169371 0 0 0.00530598 0 0 4.96051e+18 0 -9.27951e+20 7.2038e+19 1.07989e+16 -1e+21 
-0.098468 0.0425111 -1.0763 1.84242e-07 -0.576235 2.18097 1.11881 4.96051e+18 2.09104e+11 108.05 72.6686 0.00203597 0 0 0.174677 0 0 0.169314 0 0 0.00536306 0 0 4.96051e+18 0 -9.30219e+20 6.9771e+19 1.0459e+16 -1e+21 
-0.0947025 0.0425111 -1.0763 1.84984e-07 -0.575388 2.18097 1.11881 4.96051e+18 2.02359e+11 108.05 72.6418 0.00203601 0 0 0.174677 0 0 0.169258 0 0 0.00541925 0 0 4.96051e+18 0 -9.32469e+20 6.75204e+19 1.01216e+16 -1e+21 
-0.0910046 0.0425111 -1.0763 1.85713e-07 -0.574518 2.18097 1.11881 4.96051e+18 1.95664e+11 108.05 72.6131 0.00203606 0 0 0.174677 0 0 0.169203 0 0 0.00547456 0 0 4.96051e+18 0 -9.34704e+20 6.52865e+19 9.78677e+15 -1e+21 
-0.0873731 0.0425111 -1.0763 1.86428e-07 -0.573625 2.18097 1.11881 4.96051e+18 1.8902e+11 108.05 72.5825 0.00203611 0 0 0.174677 0 0 0.169148 0 0 0.00552901 0 0 4.96051e+18 0 -9.36921e+20 6.30697e+19 9.45447e+15 -1e+21 
-0.0838069 0.0425111 -1.0763 1.87131e-07 -0.572707 2.18097 1.11881 4.96051e+18 1.82429e+11 108.05 72.5496 0.00203615 0 0 0.174677 0 0 0.169095 0 0 0.00558261 0 0 4.96051e+18 0 -9.3912e+20 6.08705e+19 9.12479e+15 -1e+21 
-0.0803048 0.0425111 -1.0763 1.8782e-07 -0.571764 2.18097 1.11881 4.96051e+18 1.75891e+11 108.05 72.5143 0.00203621 0 0 0.174677 0 0 0.169042 0 0 0.00563536 0 0 4.96051e+18 0 -9.41302e+20 5.8689e+19 8.79778e+15 -1e+21 
-0.0768656 0.0425111 -1.0763 1.88497e-07 -0.570793 2.18097 1.11881 4.96051e+18 1.69408e+11 108.05 72.4763 0.00203626 0 0 0.174677 0 0 0.16899 0 0 0.00568729 0 0 4.96051e+18 0 -9.43466e+20 5.65257e+19 8.47349e+15 -1e+21 
-0.0734881 0.0425111 -1.0763 1.89162e-07 -0.569793 2.18097 1.11881 4.96051e+18 1.62979e+11 108.05 72.4352 0.00203632 0 0 0.174677 0 0 0.168939 0 0 0.0057384 0 0 4.96051e+18 0 -9.45611e+20 5.43808e+19 8.15196e+15 -1e+21 
-0.0701714 0.0425111 -1.0763 1.89814e-07 -0.568762 2.18097 1.11881 4.96051e+18 1.56607e+11 108.05 72.3907 0.00203638 0 0 0.174677 0 0 0.168889 0 0 0.00578871 0 0 4.96051e+18 0 -9.47738e+20 5.22545e+19 7.83321e+15 -1e+21 
-0.0669143 0.0425111 -1.0763 1.90455e-07 -0.567697 2.18097 1.11881 4.96051e+18 1.50291e+11 108.05 72.3425 0.00203645 0 0 0.174677 0 0 0.168839 0 0 0.00583822 0 0 4.96051e+18 0 -9.49846e+20 5.0147e+19 7.51728e+15 -1e+21 
-0.0637156 0.0425111 -1.0763 1.91083e-07 -0.566598 2.18097 1.11881 4.96051e+18 1.44031e+11 108.05 72.29 0.00203652 0 0 0.174677 0 0 0.16879 0 0 0.00588695 0 0 4.96051e+18 0 -9.51934e+20 4.80584e+19 7.2042e+15 -1e+21 
-0.0605745 0.0425111 -1.0763 1.91701e-07 -0.56546 2.18097 1.11881 4.96051e+18 1.37829e+11 108.05 72.2328 0.00203659 0 0 0.174677 0 0 0.168742 0 0 0.00593491 0 0 4.96051e+18 0 -9.54004e+20 4.59889e+19 6.89397e+15 -1e+21 
-0.0574898 0.0425111 -1.0763 1.92307e-07 -0.564281 2.18097 1.11881 4.96051e+18 1.31684e+11 108.05 72.17 0.00203667 0 0 0.174677 0 0 0.168695 0 0 0.00598211 0 0 4.96051e+18 0 -9.56055e+20 4.39386e+19 6.58661e+15 -1e+21 
-0.0544605 0.0425111 -1.0763 1.92902e-07 -0.563057 2.18097 1.11881 4.96051e+18 1.25597e+11 108.05 72.1011 0.00203676 0 0 0.174677 0 0 0.168649 0 0 0.00602856 0 0 4.96051e+18 0 -9.58086e+20 4.19074e+19 6.28213e+15 -1e+21 
-0.0514856 0.0425111 -1.0763 1.93486e-07 -0.561785 2.18097 1.11881 4.96051e+18 1.19567e+11 108.05 72.025 0.00203687 0 0 0.174677 0 0 0.168603 0 0 0.00607427 0 0 4.96051e+18 0 -9.60099e+20 3.98954e+19 5.98053e+15 -1e+21 
-0.0485642 0.0425111 -1.0763 1.94059e-07 -0.56046 2.18097 1.11881 4.96051e+18 1.13594e+11 108.05 71.9407 0.00203701 0 0 0.174677 0 0 0.168558 0 0 0.00611926 0 0 4.96051e+18 0 -9.62092e+20 3.79027e+19 5.6818e+15 -1e+21 
-0.0456953 0.0425111 -1.0763 1.94622e-07 -0.559078 2.18097 1.11881 4.96051e+18 1.07679e+11 108.05 71.8468 0.00203732 0 0 0.174677 0 0 0.168514 0 0 0.00616353 0 0 4.96051e+18 0 -9.64066e+20 3.5929e+19 5.38593e+15 -1e+21 
-0.0428779 0.0425111 -1.0763 1.95175e-07 -0.557632 2.18097 1.11881 4.96051e+18 1.01821e+11 108.05 71.7418 0.00203846 0 0 0.174677 0 0 0.16847 0 0 0.00620709 0 0 4.96051e+18 0 -9.66021e+20 3.39742e+19 5.0929e+15 -1e+21 
-0.0401112 0.0425111 -1.0763 1.95718e-07 -0.556115 2.18097 1.11881 4.96051e+18 9.60187e+10 108.05 71.6235 0.00204365 0 0 0.174677 0 0 0.168427 0 0 0.00624995 0 0 4.96051e+18 0 -9.67957e+20 3.20382e+19 4.80269e+15 -1e+21 
-0.0373941 0.0425111 -1.0763 1.96251e-07 -0.554519 2.18097 1.11881 4.96051e+18 9.0272e+10 108.05 71.4894 0.00206861 0 0 0.174677 0 0 0.168385 0 0 0.00629213 0 0 4.96051e+18 0 -9.69875e+20 3.01208e+19 4.51525e+15 -1e+21 
-0.0347259 0.0425111 -1.0763 1.96774e-07 -0.552836 2.18097 1.11881 4.96051e+18 8.45798e+10 108.05 71.3364 0.0021877 0 0 0.174677 0 0 0.168344 0 0 0.00633363 0 0 4.96051e+18 0 -9.71774e+20 2.82214e+19 4.23054e+15 -1e+21 
-0.0321056 0.0425111 -1.0763 1.97288e-07 -0.551052 2.18097 1.11881 4.96051e+18 7.89407e+10 108.05 71.1602 0.00274476 0 0 0.174677 0 0 0.168303 0 0 0.00637447 0 0 4.96051e+18 0 -9.73656e+20 2.63399e+19 3.94848e+15 -1e+21 
-0.0295324 0.0425111 -1.0763 1.97792e-07 -0.549154 2.18097 1.11881 4.96051e+18 7.33531e+10 108.05 70.9555 0.00529214 0 0 0.174677 0 0 0.168263 0 0 0.00641465 0 0 4.96051e+18 0 -9.75521e+20 2.44755e+19 3.669e+15 -1e+21 
-0.0270054 0.0425111 -1.0763 1.98287e-07 -0.547125 2.18097 1.11881 4.96051e+18 6.78149e+10 108.05 70.7149 0.0166756 0 0 0.174677 0 0 0.168223 0 0 0.00645418 0 0 4.96051e+18 0 -9.77369e+20 2.26276e+19 3.39199e+15 -1e+21 
-0.0245239 0.0425111 -1.0763 1.98773e-07 -0.544941 2.18097 1.11881 4.96051e+18 6.23233e+10 108.05 70.4285 0.0663889 0 0 0.174677 0 0 0.168184 0 0 0.00649308 0 0 4.96051e+18 0 -9.79202e+20 2.07952e+19 3.11731e+15 -1e+21 
-0.0220869 0.0425111 -1.0763 1.9925e-07 -0.542576 2.18097 1.11881 4.9605e+18 5.68747e+10 108.05 70.0822 0.278607 0 0 0.174677 0 0 0.168146 0 0 0.00653135 0 0 4.96051e+18 0 -9.8102e+20 1.89772e+19 2.84479e+15 -1e+21 
-0.0196937 0.0425112 -1.0763 1.99719e-07 -0.539992 2.18097 1.11881 4.96048e+18 5.14645e+10 108.05 69.6558 1.16435 0 0 0.174677 0 0 0.168108 0 0 0.006569 0 0 4.96052e+18 0 -9.82825e+20 1.7172e+19 2.5742e+15 -1e+21 
-0.0173435 0.0425117 -1.0763 2.00179e-07 -0.537138 2.18097 1.11881 4.9604e+18 4.60863e+10 108.05 69.1185 4.77976 0 0 0.174677 0 0 0.168071 0 0 0.00660604 0 0 4.96056e+18 0 -9.8462e+20 1.53775e+19 2.3053e+15 -1e+21 
-0.0150355 0.0425134 -1.0763 2.0063e-07 -0.533944 2.18097 1.11881 4.96009e+18 4.07324e+10 108.05 68.4217 19.2152 0 0 0.174677 0 0 0.168035 0 0 0.00664248 0 0 4.96073e+18 0 -9.86407e+20 1.3591e+19 2.03788e+15 -1e+21 
-0.012769 0.0425203 -1.07629 2.01074e-07 -0.530305 2.18096 1.11881 4.95884e+18 3.53937e+10 108.05 67.4843 75.6072 0 0 0.174677 0 0 0.167999 0 0 0.00667833 0 0 4.9614e+18 0 -9.88189e+20 1.18097e+19 1.7721e+15 -1e+21 
-0.0105432 0.042547 -1.07627 2.0151e-07 -0.526059 2.18094 1.11881 4.95403e+18 3.00642e+10 108.05 66.1618 291.163 0 0 0.174677 0 0 0.167964 0 0 0.0067136 0 0 4.96398e+18 0 -9.89967e+20 1.00314e+19 1.50958e+15 -1e+21 
-0.00835743 0.0426474 -1.07616 2.01939e-07 -0.520935 2.18083 1.11881 4.93597e+18 2.47545e+10 108.05 64.1802 1097.1 0 0 0.174677 0 0 0.167929 0 0 0.0067483 0 0 4.97369e+18 0 -9.91739e+20 8.25976e+18 1.25642e+15 -1e+21 
-0.00621091 0.0430174 -1.0758 2.02363e-07 -0.514435 2.18047 1.11881 4.86997e+18 1.95288e+10 108.05 60.9935 4038.8 0 0 0.174677 0 0 0.167895 0 0 0.00678244 0 0 5.00947e+18 0 -9.93483e+20 6.51611e+18 1.03068e+15 -1e+21 
-0.00410296 0.044348 -1.07446 2.02793e-07 -0.505545 2.17913 1.11881 4.63937e+18 1.45776e+10 108.05 55.5126 14442.6 0 0 0.174677 0 0 0.167861 0 0 0.00681602 0 0 5.13811e+18 0 -9.95135e+20 4.86406e+18 8.79326e+14 -1e+21 
-0.00203288 0.0489905 -1.06982 2.03263e-07 -0.491896 2.17449 1.11881 3.91313e+18 1.0289e+10 108.05 43.5594 49179.8 0 0 0.174677 0 0 0.167828 0 0 0.00684905 0 0 5.58441e+18 0 -9.96566e+20 3.4331e+18 9.12785e+14 -1e+21 
0 0.0643291 -1.05448 2.03906e-07 -0.460531 2.15915 1.11881 2.20988e+18 5.53536e+09 108.05 35.1011 75452.6 0 0 0.174677 0 0 0.167812 0 0 0.00686528 0 0 6.95966e+18 0 -9.98152e+20 1.84696e+18 8.60086e+14 -1e+21 
0 0.0643291 -1.05448 2.03906e-07 -0.460531 2.15915 1.11881 2.20988e+18 5.53536e+09 1176.79 69.4458 115357 0 0 0.174677 0 0 0.16778 0 0 0.00689776 0 0 0 1e+16 -9.99995e+20 3.69024e+15 8.60086e+14 -1e+21 
0.00202507 0.0876897 -1.03112 2.04022e-07 -0.438382 2.13579 1.11881 9.10343e+17 5.80105e+09 1176.79 79.7392 100945 0 0 0.174677 0 0 0.167763 0 0 0.00691398 0 0 0 1e+16 -9.99996e+20 3.86737e+15 5.60994e+14 -1e+21 
0.00409074 0.105505 -1.01331 2.0429e-07 -0.421623 2.11798 1.11881 4.59676e+17 6.0429e+09 1176.79 97.7836 78740.9 0 0 0.174677 0 0 0.16773 0 0 0.00694707 0 0 0 1e+16 -9.99996e+20 4.0286e+15 2.33837e+14 -1e+21 
0.00619782 0.120484 -0.998329 2.04812e-07 -0.4075 2.103 1.11881 2.58195e+17 6.24618e+09 1176.79 111.138 66718 0 0 0.174677 0 0 0.167697 0 0 0.00698083 0 0 0 1e+16 -9.99996e+20 4.16411e+15 9.32774e+13 -1e+21 
0.00834715 0.133865 -0.984947 2.0574e-07 -0.394794 2.08962 1.11881 1.54074e+17 6.41156e+09 1176.79 120.747 59533.4 0 0 0.174677 0 0 0.167662 0 0 0.00701527 0 0 0 1e+16 -9.99996e+20 4.27437e+15 3.7836e+13 -1e+21 
0.0105396 0.146308 -0.972505 2.07303e-07 -0.382886 2.07717 1.11881 9.52875e+16 6.54561e+09 1176.79 127.625 54966.7 0 0 0.174677 0 0 0.167627 0 0 0.00705039 0 0 0 1e+16 -9.99996e+20 4.36373e+15 1.56689e+13 -1e+21 
0.0127759 0.158193 -0.960619 2.0986e-07 -0.371432 2.06529 1.11881 6.0196e+16 6.6558e+09 1176.79 132.593 51932 0 0 0.174677 0 0 0.167591 0 0 0.00708623 0 0 0 1e+16 -9.99996e+20 4.43719e+15 6.58553e+12 -1e+21 
0.0150571 0.169757 -0.949055 2.13969e-07 -0.360227 2.05373 1.11881 3.84962e+16 6.74873e+09 1176.79 136.246 49838.2 0 0 0.174677 0 0 0.167555 0 0 0.00712277 0 0 0 1e+16 -9.99995e+20 4.49914e+15 2.79086e+12 -1e+21 
0.0173841 0.181151 -0.937661 2.20505e-07 -0.349141 2.04233 1.11881 2.47791e+16 6.82963e+09 1176.79 139.006 48339.7 0 0 0.174677 0 0 0.167517 0 0 0.00716006 0 0 0 1e+16 -9.99995e+20 4.55306e+15 1.18633e+12 -1e+21 
0.0197577 0.192474 -0.926339 2.30848e-07 -0.338093 2.03101 1.11881 1.59929e+16 6.90246e+09 1176.78 141.166 47224.3 0 0 0.174677 0 0 0.167479 0 0 0.00719809 0 0 0 1e+16 -9.99995e+20 4.6016e+15 5.03862e+11 -1e+21 
0.0221788 0.20379 -0.915023 2.47191e-07 -0.327029 2.01969 1.11881 1.03243e+16 6.97012e+09 1176.78 142.925 46357.1 0 0 0.174677 0 0 0.16744 0 0 0.00723688 0 0 0 1e+16 -9.99995e+20 4.64668e+15 2.13242e+11 -1e+21 
0.0246485 0.215143 -0.90367 2.73023e-07 -0.315914 2.00834 1.11881 6.65517e+15 7.03471e+09 1176.78 144.424 45650.8 0 0 0.174677 0 0 0.167401 0 0 0.00727645 0 0 0 1e+16 -9.99995e+20 4.68971e+15 8.97573e+10 -1e+21 
0.0271678 0.226561 -0.892251 3.13931e-07 -0.304726 1.99692 1.11881 4.27904e+15 7.09773e+09 1176.78 145.757 45048.2 0 0 0.174677 0 0 0.167361 0 0 0.00731682 0 0 0 1e+16 -9.99995e+20 4.73167e+15 3.75275e+10 -1e+21 
0.0297375 0.238065 -0.880748 3.78898e-07 -0.29345 1.98542 1.11881 2.74227e+15 7.16026e+09 1176.77 146.99 44511.2 0 0 0.174677 0 0 0.167319 0 0 0.00735799 0 0 0 1e+16 -9.99995e+20 4.77327e+15 1.55723e+10 -1e+21 
0.0323588 0.249665 -0.869148 4.82431e-07 -0.282075 1.97382 1.11881 1.75085e+15 7.22307e+09 1176.77 148.167 44014.8 0 0 0.174677 0 0 0.167277 0 0 0.00739999 0 0 0 1e+16 -9.99995e+20 4.815e+15 6.40989e+09 -1e+21 
0.0350326 0.261368 -0.857444 6.4806e-07 -0.270599 1.96211 1.11881 1.11338e+15 7.28671e+09 1176.75 149.32 43542 0 0 0.174677 0 0 0.167235 0 0 0.00744282 0 0 0 1e+16 -9.99995e+20 4.85721e+15 2.61649e+09 -1e+21 
0.03776 0.27318 -0.845632 9.14109e-07 -0.259016 1.9503 1.11881 7.0505e+14 7.35159e+09 1176.73 150.47 43081.8 0 0 0.174677 0 0 0.167191 0 0 0.00748651 0 0 0 1e+16 -9.99995e+20 4.90011e+15 1.059e+09 -1e+21 
0.0405421 0.285102 -0.833711 1.34326e-06 -0.247327 1.93838 1.11881 4.44584e+14 7.41802e+09 1176.69 151.631 42626.8 0 0 0.174677 0 0 0.167146 0 0 0.00753108 0 0 0 1e+16 -9.99995e+20 4.94382e+15 4.24984e+08 -1e+21 
0.0433799 0.297134 -0.821679 2.03847e-06 -0.235532 1.92635 1.11881 2.79152e+14 7.48625e+09 1176.63 152.815 42172 0 0 0.174677 0 0 0.167101 0 0 0.00757653 0 0 0 1e+16 -9.99995e+20 4.98838e+15 1.69113e+08 -1e+21 
0.0462747 0.309275 -0.809538 3.16947e-06 -0.223632 1.91421 1.11881 1.74541e+14 7.55649e+09 1176.52 154.029 41714.2 0 0 0.174677 0 0 0.167054 0 0 0.0076229 0 0 0 1e+16 -9.99995e+20 5.03371e+15 6.6737e+07 -1e+21 
0.0492275 0.321523 -0.797289 5.01723e-06 -0.21163 1.90196 1.11881 1.08682e+14 7.62892e+09 1176.34 155.279 41251 0 0 0.174677 0 0 0.167007 0 0 0.00767021 0 0 0 1e+16 -9.99995e+20 5.07955e+15 2.61229e+07 -1e+21 
0.0522395 0.333877 -0.784935 8.04856e-06 -0.199528 1.88961 1.11881 6.74022e+13 7.70371e+09 1176.03 156.569 40781.1 0 0 0.174677 0 0 0.166959 0 0 0.00771848 0 0 0 1e+16 -9.99995e+20 5.1254e+15 1.01448e+07 -1e+21 
0.0553119 0.346333 -0.772479 1.3042e-05 -0.18733 1.87715 1.11881 4.16396e+13 7.78102e+09 1175.5 157.904 40303.4 0 0 0.174677 0 0 0.16691 0 0 0.00776773 0 0 0 1e+16 -9.99995e+20 5.17035e+15 3.90976e+06 -1e+21 
0.0584458 0.358888 -0.759924 2.13008e-05 -0.17504 1.86459 1.11881 2.56293e+13 7.861e+09 1174.58 159.285 39817 0 0 0.174677 0 0 0.166859 0 0 0.00781799 0 0 0 1e+16 -9.99995e+20 5.21282e+15 1.49585e+06 -1e+21 
0.0616426 0.371538 -0.747275 3.50153e-05 -0.162661 1.85194 1.11881 1.57205e+13 7.94377e+09 1173 160.718 39321.6 0 0 0.174677 0 0 0.166808 0 0 0.00786924 0 0 0 1e+16 -9.99995e+20 5.25011e+15 568359 -1e+21 
0.0649035 0.384277 -0.734535 5.78817e-05 -0.150199 1.8392 1.11881 9.6123e+12 8.02949e+09 1170.25 162.204 38816.6 0 0 0.174677 0 0 0.166756 0 0 0.00792148 0 0 0 1e+16 -9.99995e+20 5.27773e+15 214567 -1e+21 
0.0682298 0.397103 -0.721709 9.61697e-05 -0.137657 1.82638 1.11881 5.86147e+12 8.11833e+09 1165.47 163.748 38301.8 0 0 0.174677 0 0 0.166703 0 0 0.0079747 0 0 0 1e+16 -9.99995e+20 5.28833e+15 80533.5 -1e+21 
0.0716227 0.41001 -0.708803 0.000160582 -0.125043 1.81347 1.11881 3.56672e+12 8.21055e+09 1157.16 165.356 37776.8 0 0 0.174677 0 0 0.166648 0 0 0.00802896 0 0 0 1e+16 -9.99995e+20 5.27019e+15 30076.2 -1e+21 
0.0750837 0.422992 -0.695821 0.000269561 -0.112361 1.80049 1.11881 2.16778e+12 8.30647e+09 1142.7 167.03 37241.4 0 0 0.174677 0 0 0.166593 0 0 0.00808434 0 0 0 1e+16 -9.99995e+20 5.20529e+15 11190 -1e+21 
0.0786141 0.436043 -0.68277 0.000455344 -0.0996193 1.78744 1.11881 1.31791e+12 8.4064e+09 1117.58 168.773 36695.3 0 0 0.174677 0 0 0.166536 0 0 0.00814097 0 0 0 1e+16 -9.99995e+20 5.06767e+15 4155.44 -1e+21 
0.0822152 0.449157 -0.669655 0.00077563 -0.0868233 1.77433 1.11881 8.0345e+11 8.51051e+09 1074.21 170.586 36138.3 0 0 0.174677 0 0 0.166479 0 0 0.00819887 0 0 0 1e+16 -9.99995e+20 4.82445e+15 1545.2 -1e+21 
0.0858886 0.462327 -0.656485 0.00133788 -0.0739806 1.76115 1.11881 4.93345e+11 8.6191e+09 1000.41 172.508 35570.1 0 0 0.174678 0 0 0.16642 0 0 0.00825783 0 0 0 1e+16 -9.99996e+20 4.4442e+15 578.899 -1e+21 
0.0896355 0.475547 -0.643266 0.00235621 -0.061106 1.74794 1.11881 3.07738e+11 8.73486e+09 878.709 174.743 34990.6 0 0 0.174677 0 0 0.16636 0 0 0.00831765 0 0 0 1e+16 -9.99996e+20 3.91886e+15 221.498 -1e+21 
0.0934576 0.488808 -0.630005 0.00430671 -0.0482525 1.73467 1.11881 1.9869e+11 8.87356e+09 693.648 178.341 34399.4 0 0 0.174676 0 0 0.166297 0 0 0.00837874 0 0 0 1e+16 -9.99997e+20 3.30125e+15 89.6869 -1e+21 
0.0973564 0.502102 -0.616711 0.00840761 -0.0356636 1.72138 1.11881 1.39233e+11 9.11883e+09 471.383 187.589 33796.5 0 0 0.174662 0 0 0.166221 0 0 0.00844134 0 0 0 1e+16 -9.99997e+20 2.76144e+15 42.9185 -1e+21 
0.101333 0.51542 -0.603393 0.0173586 -0.0242376 1.70806 1.11881 1.17592e+11 9.81129e+09 313.057 211.278 33181.4 0 0 0.174726 0 0 0.166221 0 0 0.0085051 0 0 0 1e+16 -9.99997e+20 2.65823e+15 32.4032 -1e+21 
0.10539 0.528753 -0.59006 0.0307412 -0.0154189 1.69473 1.11881 1.17817e+11 1.16833e+10 269.404 253.439 32554 0 0 0.174669 0 0 0.166099 0 0 0.00857006 0 0 0 1e+16 -9.99997e+20 3.21019e+15 40.5198 -1e+21 
0.109528 0.542091 -0.576721 0.0441243 -0.00957995 1.68139 1.11881 1.18021e+11 1.56153e+10 273.269 303.769 31914 0 0 0.17455 0 0 0.165913 0 0 0.00863636 0 0 0 1e+16 -9.99996e+20 4.27784e+15 57.7639 -1e+21 
0.113749 0.555424 -0.563388 0.0575635 -0.00595621 1.66806 1.11881 1.18508e+11 2.27329e+10 276.987 347.532 31261.2 0 0 0.174706 0 0 0.166002 0 0 0.00870398 0 0 0 1e+16 -9.99994e+20 5.96173e+15 90.4099 -1e+21 
0.118054 0.56874 -0.550072 0.0710263 -0.00373217 1.65474 1.11881 1.19182e+11 3.49136e+10 281.953 378.566 30595.3 0 0 0.174805 0 0 0.166032 0 0 0.00877296 0 0 0 1e+16 -9.99992e+20 8.27275e+15 149.946 -1e+21 
0.122446 0.582028 -0.536784 0.0844007 -0.00236347 1.64145 1.11881 1.19581e+11 5.5364e+10 287.456 398.191 29916.1 0 0 0.174701 0 0 0.165857 0 0 0.00884333 0 0 0 1e+16 -9.99989e+20 1.10561e+16 257.951 -1e+21 
0.126926 0.595275 -0.523538 0.0977415 -0.00151801 1.62821 1.11881 1.20017e+11 8.94462e+10 292.537 409.841 29223.2 0 0 0.174623 0 0 0.165708 0 0 0.0089151 0 0 0 1e+16 -9.99986e+20 1.40244e+16 462.186 -1e+21 
0.131496 0.608468 -0.510345 0.111053 -0.00099431 1.61501 1.11881 1.20568e+11 1.46013e+11 297.849 416.514 28516.5 0 0 0.174621 0 0 0.165633 0 0 0.00898832 0 0 0 1e+16 -9.99983e+20 1.68242e+16 868.245 -1e+21 
0.136157 0.621592 -0.49722 0.124311 -0.000669169 1.60189 1.11881 1.21196e+11 2.39557e+11 303.599 420.26 27795.5 0 0 0.174655 0 0 0.165592 0 0 0.009063 0 0 0 1e+16 -9.99981e+20 1.91847e+16 1721.61 -1e+21 
0.140912 0.634633 -0.484179 0.137499 -0.000466817 1.58885 1.11881 1.21882e+11 3.93635e+11 309.781 422.34 27060.2 0 0 0.17469 0 0 0.165551 0 0 0.00913918 0 0 0 1e+16 -9.99979e+20 2.10083e+16 3619.72 -1e+21 
0.145762 0.647576 -0.471237 0.150595 -0.000340514 1.57591 1.11881 1.2261e+11 6.46244e+11 316.4 423.489 26310.1 0 0 0.174705 0 0 0.165488 0 0 0.00921688 0 0 0 1e+16 -9.99978e+20 2.23375e+16 8057.77 -1e+21 
0.150709 0.660403 -0.458409 0.163583 -0.000261391 1.56308 1.11881 1.23375e+11 1.05817e+12 323.424 424.123 25545 0 0 0.174698 0 0 0.165401 0 0 0.00929614 0 0 0 1e+16 -9.99977e+20 2.32813e+16 18839 -1e+21 
0.155756 0.673097 -0.445715 0.176449 -0.000211603 1.55038 1.11881 1.24195e+11 1.72574e+12 330.849 424.472 24764.6 0 0 0.174684 0 0 0.165307 0 0 0.009377 0 0 0 1e+16 -9.99976e+20 2.39571e+16 45693.4 -1e+21 
0.160903 0.685641 -0.433172 0.189178 -0.000180109 1.53784 1.11881 1.2509e+11 2.80003e+12 338.725 424.666 23968.7 0 0 0.174674 0 0 0.165214 0 0 0.00945947 0 0 0 1e+16 -9.99976e+20 2.44611e+16 113450 -1e+21 
0.166154 0.698013 -0.420799 0.201753 -0.000160064 1.52547 1.11881 1.26073e+11 4.51517e+12 347.122 424.774 23156.8 0 0 0.174671 0 0 0.165127 0 0 0.0095436 0 0 0 1e+16 -9.99975e+20 2.48621e+16 284916 -1e+21 
0.17151 0.710195 -0.408618 0.214155 -0.000147217 1.51329 1.11881 1.27154e+11 7.22932e+12 356.102 424.834 22328.9 0 0 0.174671 0 0 0.165042 0 0 0.00962941 0 0 0 9.99999e+15 -9.99975e+20 2.52065e+16 716868 -1e+21 
0.176974 0.722163 -0.396649 0.226364 -0.000138919 1.50132 1.11881 1.28342e+11 1.14822e+13 365.721 424.868 21484.7 0 0 0.174674 0 0 0.164957 0 0 0.00971694 0 0 0 9.99999e+15 -9.99974e+20 2.55247e+16 1.79402e+06 -1e+21 
0.182547 0.733897 -0.384915 0.23836 -0.000133511 1.48959 1.11881 1.29652e+11 1.80739e+13 376.037 424.888 20624.1 0 0 0.174676 0 0 0.164869 0 0 0.00980623 0 0 0 9.99998e+15 -9.99974e+20 2.58374e+16 4.44154e+06 -1e+21 
0.188232 0.745372 -0.37344 0.250122 -0.000129953 1.47811 1.11881 1.31099e+11 2.81684e+13 387.115 424.899 19746.9 0 0 0.174677 0 0 0.16478 0 0 0.00989731 0 0 0 9.99997e+15 -9.99974e+20 2.6159e+16 1.08331e+07 -1e+21 
0.194031 0.756564 -0.362249 0.261628 -0.000127586 1.46692 1.11881 1.32704e+11 4.34241e+13 399.025 424.905 18853.3 0 0 0.174678 0 0 0.164688 0 0 0.00999021 0 0 0 9.99996e+15 -9.99973e+20 2.65007e+16 2.59448e+07 -1e+21 
0.199946 0.767446 -0.351366 0.272856 -0.000125994 1.45604 1.11881 1.34492e+11 6.61485e+13 411.848 424.909 17943.4 0 0 0.174678 0 0 0.164593 0 0 0.010085 0 0 0 9.99993e+15 -9.99973e+20 2.68715e+16 6.08418e+07 -1e+21 
