# This file was generated by TiberCAD (GraceIO.C)
# Stores 1D nodal data in format suitable for Grace
# x	spontaneous_power_density_Px[W/eV/cm^2]	spontaneous_power_density_Py[W/eV/cm^2]	spontaneous_power_density_Pz[W/eV/cm^2]	stimulated_power_density_Px[W/eV/cm^2]	stimulated_power_density_Py[W/eV/cm^2]	stimulated_power_density_Pz[W/eV/cm^2]	gain_Px[-]	gain_Py[-]	gain_Pz[-]
2	0	0	0	0	0	0	0	0	0	
2.001	0	0	0	0	0	0	0	0	0	
2.002	0	0	0	0	0	0	0	0	0	
2.003	0	0	0	0	0	0	0	0	0	
2.004	0	0	0	0	0	0	0	0	0	
2.005	0	0	0	0	0	0	0	0	0	
2.006	0	0	0	0	0	0	0	0	0	
2.007	0	0	0	0	0	0	0	0	0	
2.008	0	0	0	0	0	0	0	0	0	
2.009	0	0	0	0	0	0	0	0	0	
2.01	0	0	0	0	0	0	0	0	0	
2.011	0	0	0	0	0	0	0	0	0	
2.012	0	0	0	0	0	0	0	0	0	
2.013	0	0	0	0	0	0	0	0	0	
2.014	0	0	0	0	0	0	0	0	0	
2.015	0	0	0	0	0	0	0	0	0	
2.016	0	0	0	0	0	0	0	0	0	
2.017	0	0	0	0	0	0	0	0	0	
2.018	0	0	0	0	0	0	0	0	0	
2.019	0	0	0	0	0	0	0	0	0	
2.02	0	0	0	0	0	0	0	0	0	
2.021	0	0	0	0	0	0	0	0	0	
2.022	0	0	0	0	0	0	0	0	0	
2.023	0	0	0	0	0	0	0	0	0	
2.024	0	0	0	0	0	0	0	0	0	
2.025	0	0	0	0	0	0	0	0	0	
2.026	0	0	0	0	0	0	0	0	0	
2.027	0	0	0	0	0	0	0	0	0	
2.028	0	0	0	0	0	0	0	0	0	
2.029	0	0	0	0	0	0	0	0	0	
2.03	0	0	0	0	0	0	0	0	0	
2.031	0	0	0	0	0	0	0	0	0	
2.032	0	0	0	0	0	0	0	0	0	
2.033	0	0	0	0	0	0	0	0	0	
2.034	0	0	0	0	0	0	0	0	0	
2.035	0	0	0	0	0	0	0	0	0	
2.036	0	0	0	0	0	0	0	0	0	
2.037	0	0	0	0	0	0	0	0	0	
2.038	0	0	0	0	0	0	0	0	0	
2.039	0	0	0	0	0	0	0	0	0	
2.04	0	0	0	0	0	0	0	0	0	
2.041	0	0	0	0	0	0	0	0	0	
2.042	0	0	0	0	0	0	0	0	0	
2.043	0	0	0	0	0	0	0	0	0	
2.044	0	0	0	0	0	0	0	0	0	
2.045	0	0	0	0	0	0	0	0	0	
2.046	0	0	0	0	0	0	0	0	0	
2.047	0	0	0	0	0	0	0	0	0	
2.048	0	0	0	0	0	0	0	0	0	
2.049	0	0	0	0	0	0	0	0	0	
2.05	0	0	0	0	0	0	0	0	0	
2.051	0	0	0	0	0	0	0	0	0	
2.052	0	0	0	0	0	0	0	0	0	
2.053	0	0	0	0	0	0	0	0	0	
2.054	0	0	0	0	0	0	0	0	0	
